Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
2486,3950.2,12014.4,157.4,90,608,38,
2487,3952.0,12019.9,157.3,90,609,36,
2488,3953.5,12024.7,157.3,90,609,36,
2489,3955.2,12030.2,159.2,87,598,37,
2490,3956.7,12034.9,159.2,87,598,37,
2491,3958.5,12040.4,159.9,86,594,38,
2492,3960.0,12045.2,159.9,86,594,38,
2493,3961.7,12050.6,160.3,85,592,37,
2494,3963.2,12055.3,160.3,85,592,37,
2495,3965.0,12060.8,159.5,86,596,36,
2496,3966.7,12066.4,157.3,90,609,36,
2497,3968.2,12071.2,156.9,91,611,37,
2498,3970.0,12076.8,157.0,90,611,36,
2499,3971.5,12081.6,157.0,90,611,36,
2500,3973.2,12087.1,157.2,90,610,35,
2501,3975.0,12092.7,157.9,89,605,36,
2502,3976.7,12098.2,159.2,87,598,36,
2503,3978.2,12102.8,159.2,87,598,36,
2504,3980.0,12108.3,160.0,85,594,36,
2505,3981.7,12113.7,162.1,82,582,35,
2506,3983.5,12119.2,162.2,82,582,36,
2507,3985.2,12124.6,161.6,83,585,35,
2508,3986.7,12129.2,161.6,83,585,35,
2509,3988.5,12134.7,161.0,84,588,37,
2510,3990.0,12139.3,161.0,84,588,37,
2511,3991.7,12144.8,160.4,85,591,37,
2512,3993.2,12149.5,160.4,85,591,37,
2513,3995.0,12155.0,159.6,86,596,36,
2514,3996.7,12160.6,159.2,87,598,36,
2515,3998.2,12165.2,159.2,87,598,36,
2516,4000.0,12170.7,160.3,85,592,36,
2517,4001.7,12176.2,159.5,86,596,35,
2518,4003.2,12181.0,159.5,86,596,35,
2519,4005.0,12186.6,155.8,93,618,36,
2520,4006.7,12192.2,157.7,89,607,37,
2521,4008.2,12196.8,157.7,89,607,37,
2522,4010.0,12202.4,155.7,93,619,39,
2523,4011.5,12207.3,155.7,93,619,37,
2524,4013.0,12212.0,155.7,93,619,37,
2525,4014.7,12217.6,157.9,89,605,39,
2526,4016.2,12222.4,158.0,89,605,38,
2527,4017.7,12227.1,158.0,89,605,38,
2528,4019.5,12232.7,157.5,90,608,38,
2529,4021.0,12237.4,158.2,88,604,38,
2530,4022.5,12242.2,158.2,88,604,38,
2531,4024.2,12247.8,157.2,90,610,38,
2532,4025.7,12252.5,158.1,89,604,37,
2533,4027.5,12258.2,157.7,89,607,36,
2534,4029.0,12262.9,156.6,91,613,38,
2535,4030.5,12267.8,156.6,91,613,38,
2536,4032.2,12273.3,156.7,91,613,37,
2537,4033.7,12278.0,160.6,84,590,39,
2538,4035.2,12282.8,158.7,88,601,38,
2539,4036.7,12287.6,158.7,88,601,38,
2540,4038.5,12293.1,157.7,89,607,38,
2541,4040.0,12297.8,159.9,86,594,37,
2542,4041.5,12302.5,159.9,86,594,37,
2543,4043.2,12308.0,158.9,87,600,37,
2544,4044.7,12312.7,158.9,87,600,37,
2545,4046.5,12318.3,159.0,87,599,37,
2546,4048.0,12323.0,159.2,87,598,39,
2547,4049.5,12327.8,159.2,87,598,39,
2548,4051.0,12332.6,156.7,91,613,38,
2549,4052.7,12338.1,159.2,87,598,38,
2550,4054.2,12342.8,161.0,84,588,37,
2551,4055.7,12347.4,161.0,84,588,37,
2552,4057.5,12352.9,160.4,85,591,38,
2553,4059.0,12357.6,160.2,85,592,38,
2554,4060.5,12362.3,160.2,85,592,38,
2555,4062.2,12367.8,159.3,87,597,39,
2556,4063.7,12372.5,159.3,87,597,38,
2557,4065.2,12377.2,159.3,87,597,38,
2558,4066.7,12381.9,159.7,86,595,38,
2559,4068.5,12387.3,161.6,83,585,38,
2560,4070.0,12392.0,161.6,83,585,38,
2561,4071.5,12396.7,160.3,85,592,37,
2562,4073.0,12401.5,158.6,88,601,39,
2563,4074.7,12407.1,157.2,90,610,36,
2564,4076.2,12411.9,156.3,92,615,40,
2565,4077.7,12416.9,153.0,98,636,41,
2566,4079.2,12421.8,153.4,97,633,39,
2567,4080.7,12426.7,153.2,97,635,42,
2568,4082.2,12431.5,156.2,92,616,38,
2569,4083.7,12436.2,156.2,92,616,38,
2570,4085.5,12441.8,156.5,91,614,38,
2571,4087.0,12446.7,155.8,93,618,41,
2572,4088.5,12451.4,160.8,84,589,37,
2573,4090.0,12456.0,160.8,84,589,37,
2574,4091.5,12460.7,160.5,85,591,39,
2575,4093.0,12465.5,159.7,86,595,39,
2576,4094.5,12470.2,161.0,84,588,41,
2577,4096.0,12474.9,161.0,84,588,41,
2578,4097.7,12480.4,159.9,86,594,38,
2579,4099.2,12485.1,160.9,84,589,39,
2580,4100.7,12489.7,160.8,84,589,39,
2581,4102.2,12494.3,160.8,84,589,39,
2582,4104.0,12499.7,163.2,81,577,37,
2583,4105.5,12504.3,163.2,81,577,37,
2584,4107.2,12509.7,162.9,81,578,38,
2585,4108.7,12514.3,161.6,83,585,38,
2586,4110.2,12519.1,157.9,89,605,40,
2587,4111.7,12524.0,157.9,89,605,40,
2588,4113.2,12528.8,153.2,97,635,37,
2589,4115.0,12534.4,157.4,90,608,39,
2590,4116.5,12539.2,157.3,90,609,39,
2591,4118.0,12543.9,158.5,88,602,40,
2592,4119.5,12548.6,158.5,88,602,40,
2593,4121.2,12554.1,161.4,83,586,38,
2594,4122.7,12558.8,160.6,84,590,39,
2595,4124.2,12563.4,160.7,84,590,38,
2596,4125.7,12568.0,163.2,81,577,39,
2597,4127.2,12572.7,161.1,84,588,40,
2598,4129.0,12578.3,157.5,90,608,38,
2599,4130.5,12583.0,157.4,90,608,38,
2600,4132.0,12587.7,159.7,86,595,39,
2601,4133.5,12592.4,159.7,86,595,39,
2602,4135.0,12597.1,160.8,84,589,38,
2603,4136.7,12602.6,161.1,84,588,38,
2604,4138.2,12607.2,161.0,84,588,39,
2605,4139.7,12612.0,159.3,87,597,39,
2606,4141.5,12617.4,159.0,87,599,37,
2607,4143.0,12622.2,160.3,85,592,39,
2608,4144.5,12626.8,160.3,85,592,39,
2609,4146.2,12632.3,159.3,87,597,38,
2610,4147.7,12637.1,158.1,89,604,39,
2611,4149.2,12641.9,157.4,90,608,39,
2612,4150.7,12646.7,157.4,90,608,39,
2613,4152.2,12651.5,156.0,92,617,38,
2614,4154.0,12657.1,157.1,90,610,38,
2615,4155.5,12661.8,159.3,87,597,38,
2616,4157.0,12666.5,159.3,87,597,38,
2617,4158.7,12671.9,160.5,85,591,38,
2618,4160.2,12676.7,159.8,86,595,37,
2619,4162.0,12682.2,160.6,84,590,37,
2620,4163.5,12686.9,158.6,88,601,39,
2621,4165.2,12692.4,158.6,88,601,39,
2622,4167.0,12698.1,155.8,93,618,37,
2623,4168.5,12703.0,152.4,99,640,40,
2624,4169.7,12707.1,152.4,99,640,40,
2625,4171.2,12712.0,156.2,92,616,41,
2626,4172.7,12716.9,151.7,100,645,43,
2627,4174.2,12721.7,155.8,93,618,39,
2628,4175.7,12726.6,154.1,96,629,39,
2629,4177.2,12731.4,155.3,93,621,41,
2630,4178.7,12736.3,155.3,93,621,41,
2631,4180.2,12741.1,155.9,92,617,37,
2632,4182.0,12746.8,155.2,94,622,39,
2633,4183.5,12751.6,155.3,93,621,39,
2634,4185.0,12756.5,155.2,94,622,40,
2635,4186.5,12761.3,155.9,92,617,41,
2636,4188.0,12766.0,159.8,86,595,40,
2637,4189.5,12770.8,157.8,89,606,39,
2638,4191.0,12775.5,157.8,89,606,39,
2639,4192.7,12781.2,155.8,93,618,37,
2640,4194.2,12786.0,154.8,94,624,39,
2641,4195.7,12790.8,154.8,94,624,39,
2642,4197.5,12796.5,156.3,92,615,37,
2643,4199.0,12801.2,157.7,89,607,38,
2644,4200.5,12805.9,157.7,89,607,38,
2645,4202.0,12810.8,158.2,88,604,38,
2646,4203.7,12816.5,152.5,99,639,37,
2647,4205.2,12821.5,152.5,99,639,37,
2648,4207.0,12827.2,152.8,98,637,38,
2649,4208.5,12832.1,153.1,98,635,37,
2650,4210.0,12837.1,153.1,98,635,37,
2651,4211.7,12842.9,151.7,100,645,38,
2652,4212.7,12846.1,151.7,100,645,38,
2653,4213.2,12847.8,155.9,92,617,166,
2654,4214.7,12852.5,160.2,85,592,40,
2655,4216.2,12857.2,158.6,88,601,37,
2656,4217.7,12862.0,158.6,88,601,37,
2657,4219.5,12867.6,156.6,91,613,36,
2658,4221.0,12872.4,156.6,91,613,36,
2659,4222.7,12878.1,155.1,94,622,37,
2660,4224.2,12882.9,155.1,94,622,37,
2661,4226.0,12888.6,155.0,94,623,38,
2662,4227.5,12893.4,156.6,91,613,37,
2663,4229.0,12898.1,156.6,91,613,37,
2664,4230.7,12903.7,158.6,88,601,37,
2665,4232.2,12908.5,157.6,89,607,38,
2666,4234.0,12914.1,156.8,91,612,37,
2667,4235.5,12918.8,156.8,91,612,37,
2668,4237.2,12924.3,158.9,87,600,37,
2669,4238.7,12929.0,158.9,87,600,37,
2670,4240.5,12934.6,158.9,87,600,36,
2671,4242.0,12939.3,158.9,87,600,36,
2672,4243.7,12944.8,159.2,87,598,36,
2673,4245.2,12949.5,159.2,87,598,36,
2674,4247.0,12955.1,158.3,88,603,38,
2675,4248.5,12959.8,158.3,88,603,38,
2676,4250.2,12965.4,158.4,88,603,37,
2677,4251.7,12970.1,158.4,88,603,37,
2678,4253.2,12974.9,158.9,87,600,37,
2679,4255.0,12980.5,156.5,91,614,37,
2680,4256.5,12985.4,156.5,91,614,37,
2681,4258.2,12991.1,154.5,95,626,37,
2682,4259.7,12995.9,154.5,95,626,37,
2683,4261.2,13000.7,154.7,95,625,38,
2684,4263.0,13006.4,155.0,94,623,37,
2685,4264.5,13011.2,155.0,94,623,37,
2686,4266.2,13016.9,154.4,95,627,38,
2687,4267.7,13021.7,154.4,95,627,38,
2688,4269.5,13027.2,158.7,88,601,37,
2689,4271.0,13031.9,158.7,88,601,37,
2690,4272.7,13037.5,158.8,87,600,38,
2691,4274.2,13042.2,158.8,87,600,38,
2692,4275.7,13047.1,157.3,90,609,37,
2693,4277.5,13052.6,157.6,89,607,39,
2694,4279.0,13057.4,158.7,88,601,39,
2695,4280.4,13062.0,158.7,88,601,39,
2696,4282.2,13067.5,160.7,84,590,37,
2697,4283.7,13072.2,161.4,83,586,37,
2698,4285.2,13076.8,161.4,83,586,37,
2699,4286.9,13082.2,162.5,82,580,38,
2700,4288.5,13086.8,161.4,83,586,38,
2701,4290.0,13091.5,161.4,83,586,38,
2702,4291.7,13097.0,159.7,86,595,38,
2703,4293.2,13101.8,155.7,93,619,39,
2704,4294.7,13106.8,151.3,101,647,40,
2705,4296.2,13111.5,157.9,89,605,39,
2706,4297.7,13116.4,157.9,89,605,39,
2707,4299.5,13122.1,154.2,95,628,37,
2708,4301.0,13126.9,154.2,95,628,37,
2709,4302.7,13132.5,156.5,91,614,37,
2710,4304.2,13137.3,156.4,91,614,37,
2711,4306.0,13142.9,157.7,89,607,37,
2712,4307.5,13147.7,157.9,89,605,37,
2713,4309.2,13153.1,159.6,86,596,37,
2714,4310.7,13157.8,161.9,82,583,38,
2715,4312.5,13163.4,158.6,88,601,36,
2716,4314.0,13168.1,158.6,88,601,36,
2717,4315.7,13173.6,157.8,89,606,36,
2718,4317.4,13179.1,158.9,87,600,35,
2719,4319.0,13183.8,158.9,87,600,35,
2720,4320.7,13189.4,159.1,87,599,36,
2721,4322.4,13194.8,160.2,85,592,36,
2722,4324.2,13200.2,162.3,82,581,34,
2723,4325.7,13204.9,160.4,85,591,38,
2724,4327.2,13209.7,160.4,85,591,38,
2725,4329.0,13215.3,156.6,91,613,38,
2726,4330.4,13220.0,156.6,91,613,38,
2727,4332.2,13225.6,159.0,87,599,37,
2728,4333.7,13230.3,158.7,88,601,38,
2729,4335.4,13235.9,158.6,88,601,37,
2730,4336.9,13240.6,158.4,88,603,37,
2731,4338.7,13246.2,156.5,91,614,37,
2732,4340.2,13250.9,158.5,88,602,37,
2733,4341.9,13256.4,161.5,83,585,37,
2734,4343.4,13261.0,161.5,83,585,37,
2735,4345.2,13266.5,161.3,83,587,36,
2736,4346.7,13271.1,161.3,83,587,36,
2737,4348.5,13276.6,162.0,82,583,36,
2738,4350.2,13282.1,161.4,83,586,36,
2739,4351.7,13286.7,160.6,84,590,37,
2740,4353.4,13292.1,161.6,83,585,36,
2741,4354.9,13296.8,161.6,83,585,36,
2742,4356.7,13302.1,163.5,80,575,36,
2743,4358.2,13306.6,163.5,80,575,36,
2744,4359.7,13311.1,165.9,77,563,39,
2745,4361.5,13316.5,163.3,80,576,37,
2746,4362.9,13321.1,163.3,80,576,37,
2747,4364.7,13326.6,158.9,87,600,37,
2748,4366.2,13331.4,158.9,87,600,37,
2749,4368.0,13336.9,159.6,86,596,38,
2750,4369.4,13341.6,158.4,88,603,40,
2751,4371.0,13346.5,154.8,94,624,38,
2752,4372.5,13351.3,154.8,94,624,38,
2753,4374.2,13357.0,155.3,93,621,37,
2754,4375.7,13361.8,155.3,93,621,37,
2755,4377.5,13367.3,159.7,86,595,35,
2756,4379.2,13372.8,157.9,89,605,37,
2757,4380.7,13377.5,159.5,86,596,37,
2758,4382.4,13383.1,158.9,87,600,36,
2759,4384.0,13387.8,158.9,87,600,36,
2760,4385.7,13393.2,160.3,85,592,36,
2761,4387.4,13398.7,160.5,85,591,35,
2762,4389.0,13403.4,160.5,85,591,35,
2763,4390.7,13408.9,159.2,87,598,37,
2764,4392.5,13414.5,157.5,90,608,36,
2765,4394.0,13419.2,159.2,87,598,38,
2766,4395.4,13423.8,159.2,87,598,38,
2767,4397.2,13429.2,162.1,82,582,37,
2768,4398.9,13434.7,161.3,83,587,36,
2769,4400.4,13439.4,159.1,87,599,37,
2770,4402.2,13445.0,157.6,89,607,37,
2771,4403.7,13449.7,159.0,87,599,36,
2772,4405.4,13455.2,160.2,85,592,36,
2773,4407.2,13460.6,161.5,83,585,35,
2774,4408.7,13465.2,163.4,80,576,37,
2775,4410.4,13470.6,162.5,82,580,36,
2776,4412.0,13475.3,162.5,82,580,36,
2777,4413.7,13480.8,157.7,89,607,36,
2778,4415.5,13486.4,158.6,88,601,36,
2779,4416.9,13491.1,158.6,88,601,36,
2780,4418.7,13496.7,158.5,88,602,37,
2781,4420.2,13501.3,158.5,88,602,37,
2782,4421.9,13506.9,159.0,87,599,36,
2783,4423.4,13511.6,159.0,87,599,36,
2784,4425.2,13517.0,158.7,88,601,37,
2785,4426.9,13522.5,161.1,84,588,36,
2786,4428.4,13527.1,161.1,84,588,36,
2787,4430.2,13532.7,160.5,85,591,36,
2788,4431.9,13538.2,159.2,87,598,36,
2789,4433.4,13542.9,156.6,91,613,37,
2790,4435.2,13548.6,156.8,91,612,36,
2791,4436.7,13553.4,156.8,91,612,36,
2792,4438.5,13559.0,156.4,91,614,37,
2793,4439.9,13563.8,156.4,91,614,37,
2794,4441.7,13569.4,156.5,91,614,37,
2795,4443.2,13574.2,156.3,92,615,39,
2796,4444.7,13578.8,156.3,92,615,39,
2797,4446.4,13584.0,168.1,74,553,37,
2798,4448.0,13588.7,168.1,74,553,37,
2799,4449.7,13594.1,162.2,82,582,37,
2800,4451.2,13598.7,162.2,82,582,37,
2801,4452.9,13604.1,161.1,84,588,37,
2802,4454.4,13608.8,161.1,84,588,37,
2803,4455.9,13613.4,162.1,82,582,37,
2804,4457.4,13617.9,162.8,81,579,40,
2805,4459.2,13623.3,162.9,81,578,38,
2806,4460.7,13627.8,164.6,78,570,37,
2807,4462.4,13633.1,168.3,73,552,36,
2808,4463.9,13637.5,168.3,73,552,36,
2809,4465.7,13642.6,170.3,71,543,36,
2810,4467.4,13647.9,169.2,72,548,36,
2811,4468.9,13652.3,169.2,72,548,36,
2812,4470.7,13657.6,164.9,78,568,36,
2813,4472.4,13663.1,161.6,83,585,36,
2814,4473.9,13667.7,160.7,84,590,37,
2815,4475.7,13673.2,160.4,85,591,36,
2816,4477.2,13677.9,160.4,85,591,36,
2817,4478.9,13683.3,161.5,83,585,37,
2818,4480.7,13688.7,162.1,82,582,35,
2819,4482.2,13693.3,165.0,78,568,37,
2820,4483.9,13698.7,163.0,81,578,36,
2821,4485.4,13703.3,163.0,81,578,36,
2822,4487.2,13708.7,162.1,82,582,37,
2823,4488.7,13713.3,162.1,82,582,37,
2824,4490.4,13718.8,161.4,83,586,37,
2825,4492.2,13724.3,160.6,84,590,36,
2826,4493.7,13728.9,161.7,83,584,37,
2827,4495.4,13734.2,163.7,80,574,36,
2828,4496.9,13738.8,163.7,80,574,36,
2829,4498.7,13744.2,161.3,83,587,37,
2830,4500.4,13749.9,155.3,93,621,36,
2831,4501.9,13754.7,155.3,93,621,36,
2832,4503.7,13760.3,157.1,90,610,36,
2833,4505.4,13765.8,158.4,88,603,36,
2834,4506.9,13770.5,158.4,88,603,36,
2835,4508.7,13776.1,157.8,89,606,35,
2836,4510.4,13781.7,156.7,91,613,35,
2837,4512.2,13787.3,157.6,89,607,36,
2838,4513.7,13792.1,157.1,90,610,38,
2839,4515.2,13796.8,157.1,90,610,38,
2840,4516.9,13802.5,155.7,93,619,37,
2841,4518.4,13807.3,155.7,93,619,37,
2842,4520.2,13812.8,157.5,90,608,36,
2843,4521.9,13818.5,156.6,91,613,37,
2844,4523.4,13823.3,156.6,91,613,37,
2845,4525.2,13828.8,158.7,88,601,36,
2846,4526.9,13834.3,159.8,86,595,36,
2847,4528.4,13839.0,159.8,86,595,36,
2848,4530.2,13844.6,159.0,87,599,37,
2849,4531.7,13849.3,159.0,87,599,37,
2850,4533.4,13854.8,157.8,89,606,36,
2851,4535.2,13860.4,158.6,88,601,35,
2852,4536.7,13865.1,158.6,88,601,35,
2853,4538.4,13870.6,159.9,86,594,37,
2854,4540.2,13876.1,159.7,86,595,36,
2855,4541.7,13880.8,159.7,86,595,36,
2856,4543.4,13886.3,159.9,86,594,36,
2857,4545.2,13891.7,161.1,84,588,36,
2858,4546.7,13896.3,161.1,84,588,36,
2859,4548.7,13902.7,159.7,86,595,34,
2860,4550.2,13907.4,159.7,86,595,34,
2861,4551.9,13912.9,159.1,87,599,36,
2862,4553.7,13918.4,158.5,88,602,35,
2863,4555.2,13923.2,158.5,88,602,35,
2864,4556.9,13928.7,157.5,90,608,37,
2865,4558.7,13934.3,159.0,87,599,36,
2866,4560.4,13939.7,159.8,86,595,35,
2867,4562.2,13945.2,161.0,84,588,35,
2868,4563.7,13949.9,161.0,84,588,35,
2869,4565.4,13955.4,159.3,87,597,36,
2870,4567.2,13960.9,158.5,88,602,35,
2871,4568.7,13965.6,158.5,88,602,35,
2872,4570.4,13971.1,160.2,85,592,36,
2873,4572.2,13976.6,158.7,88,601,35,
2874,4573.9,13982.0,161.2,84,587,35,
2875,4575.7,13987.6,160.4,85,591,36,
2876,4577.2,13992.2,160.1,85,593,37,
2877,4578.9,13997.7,160.4,85,591,36,
2878,4580.7,14003.2,160.1,85,593,35,
2879,4582.2,14007.8,160.1,85,593,35,
2880,4583.9,14013.2,161.9,82,583,35,
2881,4585.7,14018.7,160.5,85,591,36,
2882,4587.2,14023.4,160.5,85,591,36,
2883,4588.9,14028.7,164.0,79,573,36,
2884,4590.7,14034.2,159.6,86,596,37,
2885,4592.2,14039.0,159.6,86,596,37,
2886,4593.9,14044.5,158.6,88,601,36,
2887,4595.4,14049.2,158.6,88,601,36,
2888,4597.2,14054.7,160.7,84,590,36,
2889,4598.9,14060.1,161.6,83,585,36,
2890,4600.4,14064.7,164.2,79,572,37,
2891,4602.2,14069.9,169.0,73,549,36,
2892,4603.7,14074.5,169.0,73,549,36,
2893,4605.4,14080.1,158.1,89,604,36,
2894,4607.2,14085.6,157.3,90,609,36,
2895,4608.7,14090.4,157.3,90,609,36,
2896,4610.4,14095.9,157.3,90,609,35,
2897,4612.2,14101.3,161.7,83,584,37,
2898,4613.7,14106.0,161.7,83,584,37,
2899,4615.4,14111.5,160.7,84,590,36,
2900,4617.2,14117.0,160.0,85,594,36,
2901,4618.7,14121.7,160.0,85,594,36,
2902,4620.4,14127.2,159.9,86,594,36,
2903,4622.2,14132.7,159.3,87,597,35,
2904,4623.9,14138.2,159.1,87,599,36,
2905,4625.4,14142.9,159.1,87,599,36,
2906,4627.2,14148.4,160.6,84,590,37,
2907,4628.7,14153.1,160.6,84,590,37,
2908,4630.4,14158.7,156.7,91,613,36,
2909,4632.2,14164.4,155.7,93,619,34,
2910,4633.9,14170.0,155.9,92,617,35,
2911,4635.4,14174.8,155.9,92,617,35,
2912,4637.2,14180.5,155.1,94,622,36,
2913,4638.9,14186.2,154.1,96,629,37,
2914,4640.4,14191.0,154.1,96,629,37,
2915,4642.2,14196.6,155.1,94,622,36,
2916,4643.7,14201.4,155.1,94,622,36,
2917,4645.4,14207.0,157.3,90,609,36,
2918,4647.2,14212.5,159.1,87,599,37,
2919,4648.7,14217.3,156.8,91,612,38,
2920,4650.4,14223.0,156.6,91,613,36,
2921,4652.2,14228.6,155.8,93,618,34,
2922,4653.7,14233.3,155.8,93,618,34,
2923,4655.4,14238.9,157.7,89,607,36,
2924,4657.2,14244.5,156.1,92,616,36,
2925,4658.7,14249.3,156.1,92,616,36,
2926,4660.4,14254.9,157.3,90,609,36,
2927,4662.2,14260.6,156.4,91,614,35,
2928,4663.7,14265.4,156.4,91,614,35,
2929,4665.4,14270.9,156.9,91,611,37,
2930,4667.2,14276.5,158.0,89,605,36,
2931,4668.7,14281.2,158.0,89,605,36,
2932,4670.4,14286.7,159.6,86,596,36,
2933,4672.2,14292.3,158.2,88,604,35,
2934,4673.9,14297.9,156.8,91,612,35,
2935,4675.4,14302.7,156.8,91,612,35,
2936,4677.2,14308.3,155.2,94,622,36,
2937,4678.9,14314.0,156.4,91,614,36,
2938,4680.4,14318.7,156.4,91,614,36,
2939,4682.2,14324.3,158.1,89,604,37,
2940,4683.7,14329.0,158.1,89,604,37,
2941,4685.4,14334.5,161.1,84,588,37,
2942,4686.9,14339.2,161.1,84,588,37,
2943,4688.7,14344.6,159.7,86,595,36,
2944,4690.4,14350.2,158.5,88,602,36,
2945,4691.9,14355.0,158.5,88,602,36,
2946,4693.7,14360.7,155.5,93,620,37,
2947,4695.2,14365.4,155.5,93,620,37,
2948,4696.9,14371.1,157.0,90,611,37,
2949,4698.4,14375.8,157.0,90,611,37,
2950,4700.2,14381.2,160.2,85,592,36,
2951,4701.9,14386.8,157.5,90,608,36,
2952,4703.4,14391.6,157.5,90,608,36,
2953,4705.2,14397.2,156.9,91,611,35,
2954,4706.9,14402.8,158.0,89,605,35,
2955,4708.7,14408.3,157.5,90,608,34,
2956,4710.4,14414.0,156.7,91,613,35,
2957,4711.9,14418.7,156.7,91,613,35,
2958,4713.7,14424.3,156.4,91,614,36,
2959,4715.2,14429.1,156.4,91,614,36,
2960,4716.9,14434.8,156.0,92,617,35,
2961,4718.7,14440.5,154.3,95,627,35,
2962,4720.4,14446.2,155.2,94,622,35,
2963,4722.2,14451.8,154.4,95,627,35,
2964,4723.9,14457.4,155.5,93,620,35,
2965,4725.4,14462.2,155.5,93,620,35,
2966,4727.2,14467.8,158.1,89,604,36,
2967,4728.9,14473.3,158.1,89,604,36,
2968,4730.4,14478.1,157.7,89,607,37,
2969,4732.2,14483.6,159.4,86,597,35,
2970,4733.9,14489.1,158.3,88,603,36,
2971,4735.4,14493.8,158.3,88,603,36,
2972,4737.2,14499.3,159.7,86,595,36,
2973,4738.9,14504.8,159.0,87,599,35,
2974,4740.7,14510.4,159.6,86,596,36,
2975,4742.4,14515.9,159.3,87,597,35,
2976,4743.9,14520.5,159.3,87,597,35,
2977,4745.7,14526.0,159.1,87,599,36,
2978,4747.4,14531.6,159.7,86,595,35,
2979,4748.9,14536.2,159.7,86,595,35,
2980,4750.7,14541.6,161.5,83,585,36,
2981,4752.4,14547.1,161.9,82,583,35,
2982,4754.2,14552.5,163.8,80,574,34,
2983,4755.7,14557.1,163.8,80,574,34,
2984,4757.4,14562.5,161.9,82,583,35,
2985,4759.2,14567.9,161.3,83,587,36,
2986,4760.9,14573.3,162.2,82,582,35,
2987,4762.4,14578.1,159.0,87,599,39,
2988,4763.9,14582.8,159.0,87,599,39,
2989,4765.7,14588.3,159.0,87,599,37,
2990,4767.2,14593.1,158.5,88,602,38,
2991,4768.9,14598.7,156.2,92,616,36,
2992,4770.4,14603.5,157.3,90,609,38,
2993,4772.2,14609.0,158.9,87,600,35,
2994,4773.7,14613.6,158.9,87,600,35,
2995,4775.4,14619.1,158.9,87,600,37,
2996,4777.2,14624.6,160.2,85,592,36,
2997,4778.7,14629.3,160.2,85,592,36,
2998,4780.4,14634.7,160.9,84,589,37,
2999,4781.9,14639.4,160.9,84,589,37,
3000,4783.7,14644.9,160.1,85,593,37,
3001,4785.2,14649.6,160.1,85,593,37,
3002,4786.9,14655.2,159.3,87,597,38,
3003,4788.4,14659.8,159.3,87,597,38,
3004,4790.2,14665.3,162.3,82,581,36,
3005,4791.9,14670.7,161.1,84,588,37,
3006,4793.4,14675.5,161.1,84,588,37,
3007,4795.2,14681.1,157.7,89,607,35,
3008,4796.9,14686.6,159.0,87,599,36,
3009,4798.7,14692.1,160.3,85,592,35,
3010,4800.2,14696.7,160.3,85,592,35,
3011,4801.9,14702.2,160.8,84,589,36,
3012,4803.7,14707.6,161.0,84,588,36,
3013,4805.2,14712.3,161.0,84,588,36,
3014,4806.9,14717.7,163.0,81,578,36,
3015,4808.4,14722.3,163.0,81,578,36,
3016,4810.2,14727.7,163.1,81,577,37,
3017,4811.9,14733.1,161.0,84,588,36,
3018,4813.7,14738.7,160.0,85,594,35,
3019,4815.2,14743.4,159.5,86,596,37,
3020,4816.7,14748.2,155.5,93,620,41,
3021,4818.2,14753.3,149.4,105,661,40,
3022,4819.7,14758.3,148.1,108,670,40,
3023,4821.2,14763.4,148.8,106,665,41,
3024,4822.7,14768.3,151.0,102,649,41,
3025,4824.2,14773.2,153.6,97,632,38,
3026,4825.9,14778.9,155.0,94,623,37,
3027,4827.4,14783.6,157.6,89,607,37,
3028,4828.9,14788.4,157.6,89,607,37,
3029,4830.7,14793.8,161.4,83,586,38,
3030,4832.2,14798.4,161.4,83,586,38,
3031,4833.9,14803.9,159.4,86,597,35,
3032,4835.4,14808.7,159.4,86,597,35,
3033,4837.2,14814.4,155.7,93,619,38,
3034,4838.7,14819.1,155.7,93,619,38,
3035,4840.4,14824.7,157.9,89,605,37,
3036,4842.2,14830.2,159.9,86,594,35,
3037,4843.7,14834.9,160.1,85,593,37,
3038,4845.4,14840.3,161.0,84,588,36,
3039,4846.9,14844.9,161.0,84,588,36,
3040,4848.7,14850.3,163.4,80,576,36,
3041,4850.2,14855.0,163.4,80,576,36,
3042,4851.9,14860.4,161.5,83,585,36,
3043,4853.7,14865.8,160.2,85,592,36,
3044,4855.2,14870.4,160.2,85,592,36,
3045,4856.9,14875.8,163.8,80,574,36,
3046,4858.7,14881.2,163.0,81,578,36,
3047,4860.2,14885.8,163.0,81,578,36,
3048,4861.9,14891.3,160.3,85,592,35,
3049,4863.7,14896.7,160.9,84,589,35,
3050,4865.4,14902.2,160.4,85,591,35,
3051,4866.9,14906.9,160.4,85,591,35,
3052,4868.7,14912.3,162.9,81,578,35,
3053,4870.4,14917.6,163.1,81,577,37,
3054,4871.9,14922.3,163.1,81,577,37,
3055,4873.7,14927.8,159.4,86,597,36,
3056,4875.4,14933.4,157.9,89,605,36,
3057,4876.9,14938.1,157.9,89,605,36,
3058,4878.7,14943.7,159.2,87,598,37,
3059,4880.2,14948.4,159.2,87,598,37,
3060,4881.9,14953.9,159.7,86,595,36,
3061,4883.7,14959.4,159.8,86,595,36,
3062,4885.2,14964.0,159.8,86,595,36,
3063,4886.9,14969.5,161.1,84,588,36,
3064,4888.7,14974.9,162.0,82,583,36,
3065,4890.2,14979.5,162.0,82,583,36,
